,Match Number,Stadium,Date,Time,Home Team,Away Team,Innings,Batting Team,Over,Runs,Bowler,Batsmen,Commentary,Result
4954,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,8.3,1,Sikandar Raza , K L Rahul,"4000 runs for KLaasy Rahul! He also becomes the fastest to reach the mark! short of good length ball, pitching on leg stump, K L Rahul plays an aggressive pull shot on the back foot for a single",Punjab Kings Won by 2 Wickets
4955,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,8.2,4,Sikandar Raza , K L Rahul,"EDGED AND RUNS TO THE BOUNDARY! Good length ball, pitching outside off stump, K L Rahul makes room and looks to cut this, gets a thick outside edge that runs to the third man fence for four",Punjab Kings Won by 2 Wickets
4956,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,8.1,2,Sikandar Raza , K L Rahul,"Full length ball, pitching outside off stump, K L Rahul plays an aggressive on drive on the front foot for 2 runs",Punjab Kings Won by 2 Wickets
4957,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,7.6,2,Harpreet Brar , Deepak Hooda,"Good length ball, pitching on off stump, Deepak Hooda steps down and plays an aggressive lofted cover drive for 2 runs",Punjab Kings Won by 2 Wickets
4958,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,7.5,0,Harpreet Brar , Deepak Hooda,"Good length ball, pitching outside off stump, Deepak Hooda plays a defensive forward push, no run",Punjab Kings Won by 2 Wickets
4959,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,7.4,W,Harpreet Brar , Kyle Mayers,"THE HARPREET'S COMBINE TO DISMISS MAYERS ! WICKET Kyle Mayers c Harpreet Bhatia b Harpreet Brar (Lucknow Super Giants 53 Runs for 1 wicket). Good length ball, pitching on leg stump, Kyle Mayers pulls this straight to Harpreet Singh Bhatia at deep square leg",Punjab Kings Won by 2 Wickets
4960,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,7.3,0,Harpreet Brar , Kyle Mayers,"Good length ball, pitching outside leg stump, Kyle Mayers plays an aggressive on drive off the back foot, straight to the fielder",Punjab Kings Won by 2 Wickets
4961,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,7.2,0,Harpreet Brar , Kyle Mayers,"Good length ball, pitching on off stump, Kyle Mayers uncomfortably plays an aggressive off drive on the back foot, no run",Punjab Kings Won by 2 Wickets
4962,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,7.1,1,Harpreet Brar , K L Rahul,"Full length ball, pitching outside off stump, K L Rahul plays an aggressive cover drive on the front foot for a single",Punjab Kings Won by 2 Wickets
4963,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,6.6,1,Matthew Short , K L Rahul,"Full length ball, pitching outside off stump, K L Rahul plays an aggressive on drive on the front foot for a single. Great over from Short, conceding just 3 runs off it !",Punjab Kings Won by 2 Wickets
4964,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,6.5,1,Matthew Short , Kyle Mayers,"Good length ball, pitching outside off stump, Kyle Mayers plays an aggressive cover drive on the back foot for a single",Punjab Kings Won by 2 Wickets
4965,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,6.4,1,Matthew Short , K L Rahul,"Good length ball, pitching outside off stump, K L Rahul plays an aggressive cut shot for a single. 50 UP FOR LSG! ",Punjab Kings Won by 2 Wickets
4966,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,6.3,0,Matthew Short , K L Rahul,"Short of good length ball, pitching on off stump, K L Rahul leg glances it, no run",Punjab Kings Won by 2 Wickets
4967,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,6.2,0,Matthew Short , K L Rahul,"Good length ball, pitching outside off stump, K L Rahul plays a defensive back foot push, no run",Punjab Kings Won by 2 Wickets
4968,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,6.1,0,Matthew Short , K L Rahul,"Good length ball, pitching outside off stump, K L Rahul plays an aggressive cut shot, straight to the fielder",Punjab Kings Won by 2 Wickets
4969,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,5.6,0,Harpreet Brar , Kyle Mayers,"Good length ball, pitching outside leg stump, Kyle Mayers plays a defensive back foot push, no run",Punjab Kings Won by 2 Wickets
4970,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,5.5,1,Harpreet Brar , K L Rahul,"Good length ball, pitching on off stump, K L Rahul plays an aggressive off drive on the back foot for a single",Punjab Kings Won by 2 Wickets
4971,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,5.4,0,Harpreet Brar , K L Rahul,"Full length ball, pitching outside off stump, K L Rahul plays an aggressive cover drive on the front foot, straight to the fielder",Punjab Kings Won by 2 Wickets
4972,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,5.3,1,Harpreet Brar , Kyle Mayers,"Good length ball, pitching outside off stump, Kyle Mayers plays an aggressive off drive on the back foot for a single",Punjab Kings Won by 2 Wickets
4973,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,5.2,1,Harpreet Brar , K L Rahul,"Full length ball, pitching on leg stump, K L Rahul plays an aggressive on drive on the front foot for a single",Punjab Kings Won by 2 Wickets
4974,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,5.1,4,Harpreet Brar to bowl he last over of the Powerplay , K L Rahul,"DRILLED FOR FOUR! good length ball, pitching outside off stump, K L Rahul rocks back and drives this through covers to start the over with a boundary",Punjab Kings Won by 2 Wickets
4975,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,4.6,0,Kagiso Rabada , Kyle Mayers,"Full length ball, pitching outside off stump, Kyle Mayers plays an aggressive on drive on the front foot, straight to the fielder",Punjab Kings Won by 2 Wickets
4976,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,4.5,6,Kagiso Rabada , Kyle Mayers,"ANOTHER MASSIVE HIT FROM MAYERS! Short length ball, pitching outside leg stump, Kyle Mayers connects on the swivel and the ball travels deep into the stands",Punjab Kings Won by 2 Wickets
4977,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,4.4,2,Kagiso Rabada , Kyle Mayers,"Good length ball, pitching outside off stump, Kyle Mayers plays an aggressive lofted off drive on the front foot for 2 runs",Punjab Kings Won by 2 Wickets
4978,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,4.3,0,Kagiso Rabada , Kyle Mayers,"Full toss ball, on off stump, Kyle Mayers plays an aggressive on drive on the front foot, straight to the fielder",Punjab Kings Won by 2 Wickets
4979,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,4.2,1,Kagiso Rabada , K L Rahul,"Full length ball, pitching outside off stump, K L Rahul plays a forward defensive shot for a single",Punjab Kings Won by 2 Wickets
4980,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,4.1,0,Kagiso Rabada , K L Rahul,"Short of good length ball, pitching outside off stump, K L Rahul plays a defensive shot on back foot, no run",Punjab Kings Won by 2 Wickets
4981,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,3.6,6,Sam Curran , Kyle Mayers,"CLASSIC KYLE MAYERS SHOT, AND IT GOES ALL THE WAY FOR A MAXIMUM! Short of good length ball, pitching outside off stump, Kyle Mayers stands tall and launches this over covers for six",Punjab Kings Won by 2 Wickets
4982,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,3.5,0,Sam Curran , Kyle Mayers,"Full length ball, pitching on off stump, Kyle Mayers plays an aggressive off drive on the front foot, straight to the fielder",Punjab Kings Won by 2 Wickets
4983,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,3.4,1,Sam Curran , K L Rahul,"Short of good length ball, pitching on leg stump, K L Rahul plays a defensive shot on back foot for a single",Punjab Kings Won by 2 Wickets
4984,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,3.3,1,Sam Curran , Kyle Mayers,"Short of good length ball, pitching outside off stump, Kyle Mayers glides it for a single",Punjab Kings Won by 2 Wickets
4985,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,3.2,0,Sam Curran , Kyle Mayers,"Full length ball, pitching outside off stump, Kyle Mayers plays an aggressive off drive on the front foot, straight to the fielder",Punjab Kings Won by 2 Wickets
4986,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,3.1,1,Sam Curran , K L Rahul,"Short of good length ball, pitching on off stump, K L Rahul plays a defensive back foot push for a single",Punjab Kings Won by 2 Wickets
4987,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,2.6,1,Kagiso Rabada , K L Rahul,"Good length ball, pitching outside off stump, K L Rahul uncomfortably plays a defensive forward push for a single",Punjab Kings Won by 2 Wickets
4988,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,2.5,4,Kagiso Rabada , K L Rahul,"HOLD THAT POSE KL, STUNNING SHOT THAT FROM THE LSG SKIPPER! Short of good length ball, pitching outside off stump, K L Rahul stands tall and lofts this over covers for four",Punjab Kings Won by 2 Wickets
4989,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,2.4,0,Kagiso Rabada , K L Rahul,"Short of good length ball, pitching outside off stump, K L Rahul uncomfortably plays a forward defensive shot, no run",Punjab Kings Won by 2 Wickets
4990,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,2.3,1,Kagiso Rabada , Kyle Mayers,"Short of good length ball, pitching on off stump, Kyle Mayers uncomfortably plays a defensive back foot push for a single",Punjab Kings Won by 2 Wickets
4991,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,2.2,4,Kagiso Rabada , Kyle Mayers,"CHEEKY FROM KYLE MAYERS! Short of good length ball, pitching on middle stump, Kyle Mayers opens the face of the bat and glides this to the third man fence for four",Punjab Kings Won by 2 Wickets
4992,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,2.1,0,Kagiso Rabada , Kyle Mayers,"Short of good length ball, pitching on leg stump, Kyle Mayers plays a defensive shot on back foot, no run",Punjab Kings Won by 2 Wickets
4993,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,1.6,0,Arshdeep Singh , K L Rahul,"Full length ball, pitching outside off stump, K L Rahul plays an aggressive cover drive on the front foot, straight to the fielder",Punjab Kings Won by 2 Wickets
4994,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,1.5,0,Arshdeep Singh , K L Rahul,"Good length ball, pitching outside off stump, K L Rahul offers no shot",Punjab Kings Won by 2 Wickets
4995,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,1.4,4,Arshdeep Singh , K L Rahul,"KL RAHUL GETS HIS FIRST BOUNDARY! Full length ball, pitching on leg stump, on the pads and K L Rahul clips it past the short fine leg fielder for four",Punjab Kings Won by 2 Wickets
4996,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,1.3,0,Arshdeep Singh , K L Rahul,"Good length ball, pitching outside off stump, K L Rahul plays an aggressive off drive on the front foot and is beaten",Punjab Kings Won by 2 Wickets
4997,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,1.2,1,Arshdeep Singh , Kyle Mayers,"Short of good length ball, pitching outside off stump, Kyle Mayers plays a defensive back foot push for a single",Punjab Kings Won by 2 Wickets
4998,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,1.1,1,Arshdeep Singh , K L Rahul,"Good length ball, pitching on off stump, K L Rahul plays a defensive forward push for a single",Punjab Kings Won by 2 Wickets
4999,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,1.1,1 WD,Arshdeep Singh bowling from the other end to K L Rahul, K L Rahul,"Good length ball, pitching outside off stump, K L Rahul offers no shot, 1 wide(s) gets added to the extras",Punjab Kings Won by 2 Wickets
5000,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,0.6,0,Matthew Short , Kyle Mayers,"Short of good length ball, pitching outside off stump, Kyle Mayers plays an aggressive cover drive on the back foot, straight to the fielder",Punjab Kings Won by 2 Wickets
5001,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,0.5,0,Matthew Short , Kyle Mayers,"Good length ball, pitching on off stump, Kyle Mayers plays a defensive back foot push, no run",Punjab Kings Won by 2 Wickets
5002,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,0.4,0,Matthew Short , Kyle Mayers,"Good length ball, pitching outside off stump, Kyle Mayers plays a forward defensive shot and is beaten",Punjab Kings Won by 2 Wickets
5003,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,0.3,6,Matthew Short , Kyle Mayers,"KYLE MAYERS CONTINUES HIS BLAZING START TO THE IPL! Good length ball, pitching on leg stump, Kyle Mayers sweeps this into the square leg stands for a maximum",Punjab Kings Won by 2 Wickets
5004,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,0.2,0,Matthew Short , Kyle Mayers,"Full length ball, pitching on middle stump, Kyle Mayers plays a defensive forward push, no run",Punjab Kings Won by 2 Wickets
5005,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,1,LSG Innings,0.1,1,Matthew Short to open with the new ball for Punjab , K L Rahul on strike,"Full length ball, pitching on off stump, K L Rahul plays an aggressive on drive on the front foot for a single",Punjab Kings Won by 2 Wickets
5006,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,2,PBKS Innings,19.3,4,Ravi Bishnoi , Shahrukh Khan,"SHAHRUKH HITS THE WINNING RUNS, AND PUNJAB WIN BY 2 WICKETS! Good length ball, pitching outside off stump, Shahrukh Khan goes on the off-side this time and lofts this wide of long-off for a boundary",Punjab Kings Won by 2 Wickets
5007,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,2,PBKS Innings,19.2,2,Ravi Bishnoi , Shahrukh Khan,"Good length ball, pitching outside off stump, Shahrukh Khan plays an aggressive lofted on drive on the front foot for 2 runs. PUNJAB KINGS ARE A BOUNDARY AWAY FROM VICTORY, 3 MORE RUNS ARE NEEDED FROM 4 BALLS!",Punjab Kings Won by 2 Wickets
5008,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,2,PBKS Innings,19.1,2,Ravi Bishnoi , Shahrukh Khan,"Good length ball, pitching outside off stump, Shahrukh Khan plays a slog sweep for 2 runs. 5 RUNS ARE NEEDED OF 5 BALLS!",Punjab Kings Won by 2 Wickets
5009,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,2,PBKS Innings,18.6,0,Mark Wood , Kagiso Rabada,"Good length ball, pitching outside off stump, Kagiso Rabada plays a defensive forward push, no run",Punjab Kings Won by 2 Wickets
5010,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,2,PBKS Innings,18.5,W,Mark Wood , Harpreet Brar,"WOOD GETS HARPREET BRAR AND IT IS MORE IMPORTANTLY A DOT BALL! 7 NEEDED OF 7! WICKET Harpreet Brar c Nicholas Pooran b Mark Wood (Punjab Kings 153 Runs for 8 wickets). Good length ball, pitching outside off stump, Harpreet Brar looks to drive this again on the off-side but gets an edge to the keeper",Punjab Kings Won by 2 Wickets
5011,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,2,PBKS Innings,18.4,4,Mark Wood , Harpreet Brar,"STAND AND DELIVER FROM HARPREET BRAR, 7 MORE RUNS NEEDED IN 8 BALLS! Full length ball, pitching outside leg stump, Harpreet Brar makes room and thrashes this past mid-off for four",Punjab Kings Won by 2 Wickets
5012,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,2,PBKS Innings,18.3,1,Mark Wood , Shahrukh Khan,"Good length ball, pitching outside off stump, Shahrukh Khan uncomfortably plays an aggressive lofted cover drive on the front foot for a single",Punjab Kings Won by 2 Wickets
5013,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,2,PBKS Innings,18.2,6,Mark Wood , Shahrukh Khan,"EDGED, AND FLIES OVER THE KEEPER FOR A MAXIMUM, 12 MORE RUNS NEEDED IN 10 BALLS! Short of good length ball, pitching outside off stump, Shahrukh Khan pulls at this and the top edge flies all the way behind the wicket for a maximum",Punjab Kings Won by 2 Wickets
5014,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,2,PBKS Innings,18.2,1 WD,Mark Wood , Shahrukh Khan,"Full length ball, pitching wide outside off stump, Shahrukh Khan offers no shot, 1 wide(s) gets added to the extras",Punjab Kings Won by 2 Wickets
5015,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,2,PBKS Innings,18.1,1,Mark Wood , Harpreet Brar,"Good length ball, pitching outside off stump, Harpreet Brar leg glances it for a single",Punjab Kings Won by 2 Wickets
5016,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,2,PBKS Innings,17.6,1,Ravi Bishnoi , Harpreet Brar,"Full length ball, pitching on middle stump, Harpreet Brar plays a defensive forward push for a single",Punjab Kings Won by 2 Wickets
5017,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,2,PBKS Innings,17.5,W,Ravi Bishnoi , Sikandar Raza,"BISHNOI GETS THE BIG WICKET OF RAZA! WICKET Sikandar Raza c Marcus Stoinis b Ravi Bishnoi (Punjab Kings 139 Runs for 7 wickets). Good length ball, pitching outside off stump, Sikandar Raza sweeps this straight to Stoinis at deep square leg",Punjab Kings Won by 2 Wickets
5018,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,2,PBKS Innings,17.4,0,Ravi Bishnoi , Sikandar Raza,"Good length ball, pitching on off stump, Sikandar Raza plays an aggressive off drive on the back foot and is beaten",Punjab Kings Won by 2 Wickets
5019,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,2,PBKS Innings,17.3,1,Ravi Bishnoi , Shahrukh Khan,"Good length ball, pitching on off stump, Shahrukh Khan plays a slog sweep for a single",Punjab Kings Won by 2 Wickets
5020,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,2,PBKS Innings,17.2,0,Ravi Bishnoi , Shahrukh Khan,"Good length ball, pitching outside off stump, Shahrukh Khan plays a defensive forward push, no run",Punjab Kings Won by 2 Wickets
5021,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,2,PBKS Innings,17.2,1 WD,Ravi Bishnoi , Shahrukh Khan,"Good length ball, pitching on leg stump, Shahrukh Khan paddle sweeps it, 1 wide(s) gets added to the extras",Punjab Kings Won by 2 Wickets
5022,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,2,PBKS Innings,17.1,0,Ravi Bishnoi , Shahrukh Khan,"Full length ball, pitching on off stump, Shahrukh Khan plays a defensive forward push, no run",Punjab Kings Won by 2 Wickets
5023,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,2,PBKS Innings,16.6,4,Avesh Khan , Sikandar Raza,"STRAIGHT OFF THE MEAT OF THE BAT! Full length ball, pitching outside off stump, Sikandar Raza moves across for the wide yorker and smashes this past covers for four. 23 RUNS ARE NEEDED IN THE LAST 3 OVERS!",Punjab Kings Won by 2 Wickets
5024,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,2,PBKS Innings,16.6,1 WD,Avesh Khan , Sikandar Raza,"Full length ball, pitching outside off stump, Sikandar Raza offers no shot, 1 wide(s) gets added to the extras",Punjab Kings Won by 2 Wickets
5025,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,2,PBKS Innings,16.5,0,Avesh Khan , Sikandar Raza,"Good length ball, pitching outside off stump, Sikandar Raza plays the scoop and is beaten",Punjab Kings Won by 2 Wickets
5026,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,2,PBKS Innings,16.4,1,Avesh Khan , Shahrukh Khan,"Good length ball, pitching outside off stump, Shahrukh Khan plays a defensive forward push for a single",Punjab Kings Won by 2 Wickets
5027,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,2,PBKS Innings,16.3,1,Avesh Khan , Sikandar Raza,"Full toss ball, on middle stump, Sikandar Raza plays an aggressive lofted on drive on the front foot for a single",Punjab Kings Won by 2 Wickets
5028,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15 APR 2023,7:30 PM IST,LSG,PBKS,2,PBKS Innings,16.2,0,Avesh Khan , Sikandar Raza,"Yorker ball, pitching outside off stump, Sikandar Raza plays an aggressive cover drive on the front foot and is beaten",Punjab Kings Won by 2 Wickets
